Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
HF Gurney,4,39,11,11,16,12,3,1
SP Narine,4,31,7,17,8,6,1,1
M Prasidh Krishna,4,52,5,12,28,12,1,0
AD Russell,3,17,8,11,0,6,0,1
Kuldeep Yadav,4,58,7,8,20,30,1,1
PP Chawla,1,10,1,4,0,6,0,0
