Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Z Khan,4,28,10,14,8,6,1,2
PJ Cummins,4,38,7,14,24,0,2,2
CH Morris,4,30,6,18,12,0,0,1
A Mishra,3,25,7,9,4,12,1,1
Mohammed Shami,3,22,7,12,4,6,6,0
AD Mathews,2,15,3,9,0,6,1,0
