Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
PA Patel,17,19,10,9,4,6,True,caught,RP Singh
S Dhawan,31,29,16,17,12,0,True,stumped,Harbhajan Singh
IR Jaggi,7,2,5,2,0,0,True,caught,Harbhajan Singh
CL White,1,0,2,0,0,0,True,caught,SL Malinga
JP Duminy,24,25,10,13,12,0,False,,
DT Christian,5,5,3,1,4,0,True,caught,JEC Franklin
B Chipli,3,1,2,1,0,0,True,caught,JEC Franklin
A Ashish Reddy,10,10,6,4,0,6,True,caught,MM Patel
A Mishra,6,1,5,1,0,0,True,caught,SL Malinga
DW Steyn,5,3,3,3,0,0,True,caught and bowled,SL Malinga
V Pratap Singh,1,0,1,0,0,0,True,caught,SL Malinga
