Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
V Kohli,19,28,8,10,12,6,True,caught,BA Stokes
Mandeep Singh,3,0,3,0,0,0,True,caught,SN Thakur
AB de Villiers,29,29,17,13,4,12,True,stumped,Imran Tahir
KM Jadhav,22,18,7,18,0,0,True,bowled,JD Unadkat
SR Watson,18,14,8,10,4,0,True,bowled,BA Stokes
STR Binny,8,18,1,4,8,6,True,bowled,SN Thakur
P Negi,6,10,3,4,0,6,True,caught,SN Thakur
AF Milne,3,2,1,2,0,0,True,bowled,BA Stokes
S Badree,1,0,1,0,0,0,True,bowled,JD Unadkat
S Aravind,6,6,3,6,0,0,False,,
YS Chahal,2,1,1,1,0,0,False,,
