Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DS Kulkarni,3,34,12,4,12,18,3,1
JC Archer,4,30,10,6,12,12,1,1
K Gowtham,2,27,2,5,16,6,0,0
JD Unadkat,4,46,7,18,16,12,0,3
S Gopal,2,26,6,2,0,24,0,1
BA Stokes,3,26,6,12,8,6,3,0
