Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Mohammed Shami,4,23,8,15,8,0,0,0
WD Parnell,4,21,13,9,12,0,5,2
LR Shukla,2,18,4,8,4,6,2,0
S Kaul,3,29,3,17,12,0,4,0
JP Duminy,2,24,1,8,4,12,0,0
S Nadeem,4,34,2,18,16,0,1,0
