Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Z Khan,4,26,11,10,16,0,3,2
SL Malinga,4,28,8,20,8,0,1,1
PP Ojha,3,33,5,13,8,12,10,0
Harbhajan Singh,4,16,10,16,0,0,1,0
KA Pollard,4,35,4,21,8,6,1,0
CJ Anderson,1,16,5,0,4,12,2,2
