Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
K Gowtham,2,21,7,3,12,6,2,0
DS Kulkarni,4,43,8,9,28,6,0,1
JC Archer,4,13,17,13,0,0,4,2
BA Stokes,4,25,12,11,8,6,2,2
S Gopal,2,21,2,9,0,12,0,0
JD Unadkat,4,36,9,12,12,12,1,1
