Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
TG Southee,3,32,8,4,28,0,1,0
UT Yadav,4,33,14,9,12,12,3,3
NA Saini,4,33,10,9,24,0,0,2
YS Chahal,2,27,2,7,8,12,0,0
MP Stoinis,2,13,3,9,4,0,0,1
MM Ali,3,22,6,10,0,12,0,1
Washington Sundar,2,21,6,3,0,18,0,0
