Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
L Ronchi,8,11,6,1,4,6,True,run out,
ST Jayasuriya,6,1,6,1,0,0,True,caught and bowled,B Lee
RV Uthappa,17,21,10,7,8,6,True,caught,VRV Singh
DJ Bravo,21,23,11,7,16,0,True,bowled,PP Chawla
SS Tiwary,10,17,4,3,8,6,True,bowled,PP Chawla
SM Pollock,21,22,10,8,8,6,True,caught,S Sreesanth
AM Nayar,3,2,1,2,0,0,True,caught,IK Pathan
Harbhajan Singh,1,0,1,0,0,0,True,lbw,IK Pathan
MA Khote,7,8,2,4,4,0,True,hit wicket,S Sreesanth
DS Kulkarni,16,2,15,2,0,0,False,,
A Nehra,9,2,8,2,0,0,False,,
