Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MEK Hussey,32,41,12,17,24,0,True,caught,SL Malinga
M Vijay,9,12,7,2,4,6,True,caught,MM Patel
SK Raina,4,5,2,1,4,0,True,caught and bowled,Harbhajan Singh
S Badrinath,48,71,13,31,28,12,False,,
MS Dhoni,6,3,4,3,0,0,True,caught,KA Pollard
S Anirudha,9,9,8,3,0,6,True,caught,Harbhajan Singh
JA Morkel,3,3,2,3,0,0,True,bowled,Harbhajan Singh
R Ashwin,2,0,2,0,0,0,True,caught,Harbhajan Singh
Joginder Sharma,1,0,1,0,0,0,True,caught and bowled,Harbhajan Singh
S Randiv,4,2,3,2,0,0,True,caught,SL Malinga
DE Bollinger,1,0,1,0,0,0,False,,
