Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Ankit Sharma,2,11,7,3,8,0,0,1
JP Duminy,3,23,8,9,8,6,1,0
MS Gony,4,26,13,10,4,12,2,1
J Theron,4,34,11,12,4,18,3,2
A Mishra,3,24,7,10,8,6,3,0
A Ashish Reddy,4,32,6,16,4,12,0,2
