Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DL Chahar,4,30,10,6,24,0,0,1
Harbhajan Singh,4,22,15,8,8,6,3,1
RA Jadeja,4,18,14,10,8,0,1,0
DJ Bravo,3,25,1,21,4,0,0,0
Imran Tahir,4,29,9,13,16,0,4,2
