Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
PA Patel,40,53,15,21,20,12,True,caught and bowled,RA Jadeja
BB McCullum,3,5,2,1,4,0,True,caught,L Ngidi
V Kohli,10,8,6,4,4,0,True,bowled,RA Jadeja
AB de Villiers,4,1,3,1,0,0,True,stumped,Harbhajan Singh
Mandeep Singh,13,7,7,7,0,0,True,caught,RA Jadeja
C de Grandhomme,8,8,3,4,4,0,True,caught,DJ Willey
M Ashwin,2,1,1,1,0,0,True,stumped,Harbhajan Singh
TG Southee,26,36,10,18,12,6,False,,
UT Yadav,5,1,4,1,0,0,True,run out,
Mohammed Siraj,6,3,4,3,0,0,True,run out,
