Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
L Balaji,4,24,17,6,12,6,4,0
JH Kallis,3,26,5,10,16,0,0,0
SP Narine,4,22,10,14,8,0,0,1
Shakib Al Hasan,4,17,11,13,4,0,0,3
YK Pathan,3,14,11,6,8,0,5,0
R Bhatia,2,18,4,8,4,6,1,0
