Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
SW Tait,4,38,11,8,24,6,3,2
A Singh,4,17,18,5,12,0,2,1
J Botha,4,36,9,14,4,18,0,0
SK Trivedi,4,34,10,14,8,12,3,1
SK Warne,4,17,16,9,8,0,1,2
