Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DR Smith,1,0,1,0,0,0,True,caught,PJ Cummins
SK Raina,9,8,8,0,8,0,True,caught,UT Yadav
BB McCullum,12,32,7,2,12,18,True,lbw,GB Hogg
F du Plessis,10,20,6,0,20,0,True,stumped,GB Hogg
DJ Bravo,30,30,15,14,16,0,True,bowled,AD Russell
MS Dhoni,4,1,3,1,0,0,True,bowled,PP Chawla
RA Jadeja,29,24,14,14,4,6,True,caught,GB Hogg
P Negi,12,27,4,5,16,6,True,bowled,GB Hogg
A Nehra,2,1,3,1,0,0,False,,
MM Sharma,1,0,1,0,0,0,True,caught,AD Russell
RG More,2,2,0,2,0,0,False,,
