Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
B Kumar,4,21,15,9,12,0,2,0
Shakib Al Hasan,4,26,5,14,12,0,0,1
Rashid Khan,4,30,10,14,4,12,0,1
KK Ahmed,4,33,7,17,16,0,0,1
S Kaul,4,46,10,12,16,18,3,0
