Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
VR Aaron,4,35,10,21,8,6,5,2
O Thomas,4,27,9,19,8,0,3,2
S Gopal,4,30,8,14,16,0,0,2
JD Unadkat,4,26,4,22,4,0,0,2
R Parag,3,24,1,16,8,0,0,0
STR Binny,1,9,2,5,4,0,1,0
