Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MA Agarwal,21,34,12,4,12,18,True,caught,Pankaj Singh
CH Gayle,9,8,6,2,0,6,True,bowled,Pankaj Singh
V Kohli,18,22,4,14,8,0,True,bowled,SK Trivedi
AB de Villiers,8,6,5,6,0,0,True,bowled,SK Trivedi
SS Tiwary,16,17,5,11,0,6,True,bowled,SK Trivedi
M Kaif,16,14,5,10,4,0,True,caught,J Botha
DL Vettori,2,1,1,1,0,0,True,bowled,SK Trivedi
R Vinay Kumar,9,11,3,7,4,0,True,bowled,A Singh
Z Khan,3,0,3,0,0,0,True,caught,GB Hogg
S Aravind,8,14,3,2,12,0,False,,
M Muralitharan,8,6,5,6,0,0,True,caught,A Singh
