Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
KW Richardson,3,24,6,10,8,6,1,1
DS Kulkarni,4,49,12,5,20,24,1,1
JP Faulkner,4,44,4,22,4,18,2,1
PV Tambe,4,26,8,14,0,12,2,0
R Bhatia,3,37,4,13,12,12,2,0
STR Binny,1,4,4,4,0,0,1,0
