Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MEK Hussey,26,22,15,12,4,6,True,caught,PP Ojha
M Vijay,4,2,2,2,0,0,True,bowled,MG Johnson
SK Raina,1,0,1,0,0,0,True,caught,MG Johnson
S Badrinath,3,0,3,0,0,0,True,lbw,MG Johnson
DJ Bravo,7,9,4,1,8,0,True,caught,P Suyal
R Ashwin,7,2,6,2,0,0,True,bowled,Harbhajan Singh
MS Dhoni,12,10,6,6,4,0,True,caught,PP Ojha
RA Jadeja,16,20,8,12,8,0,True,caught,PP Ojha
CH Morris,4,1,4,1,0,0,True,bowled,SL Malinga
MM Sharma,3,0,3,0,0,0,True,caught,SL Malinga
B Laughlin,8,4,4,4,0,0,False,,
