Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
S Dhawan,8,0,8,0,0,0,True,caught,DE Bollinger
SR Tendulkar,44,48,23,20,28,0,True,caught,SB Jakati
AM Nayar,24,27,12,11,4,12,True,run out,
Harbhajan Singh,2,1,1,1,0,0,True,lbw,SK Raina
AT Rayudu,13,21,3,11,4,6,True,run out,
SS Tiwary,2,0,2,0,0,0,True,caught,SB Jakati
JP Duminy,7,6,3,6,0,0,True,caught,M Muralitharan
KA Pollard,10,27,3,3,12,12,True,caught,JA Morkel
Z Khan,3,1,2,1,0,0,True,run out,
CRD Fernando,2,2,0,2,0,0,False,,
SL Malinga,1,1,0,1,0,0,False,,
