Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
JH Kallis,15,15,12,3,12,0,True,bowled,RP Singh
MK Pandey,8,4,5,4,0,0,True,caught,PP Ojha
RE van der Merwe,21,32,11,10,4,18,True,stumped,PP Ojha
R Dravid,12,9,6,9,0,0,True,bowled,Harmeet Singh
LRPL Taylor,19,27,8,9,12,6,True,caught,A Symonds
V Kohli,8,7,4,3,4,0,True,stumped,A Symonds
RV Uthappa,14,17,5,11,0,6,False,,
MV Boucher,6,5,4,1,4,0,True,caught,Harmeet Singh
P Kumar,3,2,1,2,0,0,True,caught,PP Ojha
R Vinay Kumar,7,8,4,4,4,0,True,caught,RJ Harris
A Kumble,1,1,0,1,0,0,False,,
