Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
GC Smith,3,1,2,1,0,0,True,lbw,WPUJC Vaas
SA Asnodkar,39,44,21,14,24,6,True,run out,
LA Carseldine,11,8,9,4,4,0,True,stumped,WPUJC Vaas
NV Ojha,14,16,5,8,8,0,True,run out,
YK Pathan,6,6,2,6,0,0,True,caught,PP Ojha
RA Jadeja,20,19,3,19,0,0,False,,
AS Raut,2,1,1,1,0,0,True,bowled,RG Sharma
M Morkel,8,8,5,4,4,0,True,caught,RG Sharma
SK Warne,1,0,1,0,0,0,True,bowled,RG Sharma
SK Trivedi,5,1,4,1,0,0,True,bowled,RP Singh
MM Patel,7,5,2,5,0,0,True,run out,
