Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
GJ Maxwell,3,0,3,0,0,0,True,caught,P Kumar
AP Tare,12,22,6,2,8,12,True,bowled,Sandeep Sharma
AT Rayudu,21,26,8,14,12,0,True,caught,P Awana
RG Sharma,25,25,11,11,8,6,True,bowled,PP Chawla
KD Karthik,3,0,3,0,0,0,True,caught and bowled,PP Chawla
KA Pollard,20,22,11,12,4,6,True,caught,Sandeep Sharma
R Dhawan,14,14,8,6,8,0,True,lbw,Azhar Mahmood
Harbhajan Singh,8,5,3,5,0,0,True,caught,AC Gilchrist
NM Coulter-Nile,6,9,2,3,0,6,True,bowled,Azhar Mahmood
SL Malinga,1,1,0,1,0,0,False,,
