Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RV Uthappa,44,75,15,25,20,30,True,caught,M Kartik
AJ Finch,11,15,5,5,4,6,True,bowled,MC Henriques
TL Suman,14,11,6,7,4,0,True,run out,
Yuvraj Singh,11,16,6,4,0,12,True,caught,R Vinay Kumar
SPD Smith,4,4,3,0,4,0,True,caught,R Vinay Kumar
AD Mathews,19,32,6,14,0,18,True,caught,R Vinay Kumar
AM Nayar,3,1,2,1,0,0,True,caught,M Kartik
B Kumar,3,2,1,2,0,0,True,caught,RP Singh
BAW Mendis,4,2,2,2,0,0,True,lbw,CH Gayle
AB Dinda,5,6,2,2,4,0,False,,
R Sharma,0,0,1,0,0,0,False,,
