Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
HH Gibbs,23,13,19,9,4,0,True,lbw,Iqbal Abdulla
SR Tendulkar,24,27,12,9,12,6,True,bowled,SP Narine
KD Karthik,26,21,15,9,12,0,True,caught,L Balaji
RG Sharma,13,12,6,8,4,0,True,caught,SP Narine
AT Rayudu,8,11,3,5,0,6,True,stumped,Shakib Al Hasan
KA Pollard,5,8,1,4,4,0,True,caught,JH Kallis
DR Smith,1,0,1,0,0,0,True,lbw,JH Kallis
Harbhajan Singh,2,1,1,1,0,0,True,caught,SP Narine
SL Malinga,6,8,3,2,0,6,True,caught,L Balaji
RP Singh,5,3,2,3,0,0,True,caught,SP Narine
