Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
SR Tendulkar,2,1,2,1,0,0,True,caught,A Chandila
RT Ponting,9,4,5,4,0,0,True,caught and bowled,A Chandila
KD Karthik,30,30,16,18,12,0,True,caught,JP Faulkner
RG Sharma,7,2,5,2,0,0,True,caught,SK Trivedi
KA Pollard,7,1,6,1,0,0,True,bowled,STR Binny
AT Rayudu,29,27,11,19,8,0,True,lbw,KK Cooper
R Dhawan,1,0,1,0,0,0,True,caught,STR Binny
Harbhajan Singh,1,1,0,1,0,0,True,run out,
MG Johnson,9,11,4,3,8,0,True,bowled,JP Faulkner
SL Malinga,11,7,9,3,4,0,True,bowled,JP Faulkner
PP Ojha,1,1,0,1,0,0,False,,
