Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Z Khan,4,31,11,11,8,12,1,0
A Mithun,3,32,7,6,20,6,2,0
P Parameswaran,4,44,8,12,20,12,3,1
M Muralitharan,4,18,10,14,4,0,0,0
TM Dilshan,1,17,2,1,4,12,0,0
J Syed Mohammad,3,27,4,15,0,12,0,0
CH Gayle,1,6,3,2,4,0,0,0
