Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
P Kumar,3,0,3,0,0,0,True,bowled,MS Gony
JH Kallis,18,24,11,4,20,0,True,lbw,JA Morkel
RV Uthappa,19,20,10,12,8,0,True,stumped,M Muralitharan
LRPL Taylor,4,1,3,1,0,0,True,caught and bowled,A Flintoff
KP Pietersen,1,0,1,0,0,0,True,lbw,M Muralitharan
R Dravid,18,20,5,12,8,0,True,caught,L Balaji
V Kohli,13,11,9,5,0,6,True,caught,Joginder Sharma
R Bishnoi,1,0,1,0,0,0,True,caught,M Muralitharan
R Vinay Kumar,6,5,3,5,0,0,True,caught,L Balaji
DW Steyn,3,0,3,0,0,0,True,run out,
A Kumble,5,1,4,1,0,0,False,,
