Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AC Gilchrist,9,14,5,2,12,0,True,caught,GD McGrath
Shahid Afridi,13,33,4,9,12,12,True,caught,A Mishra
HH Gibbs,22,22,14,6,4,12,True,bowled,A Mishra
RG Sharma,18,35,3,11,12,12,True,bowled,MF Maharoof
SB Styris,28,29,8,21,8,0,True,caught,MF Maharoof
Y Venugopal Rao,18,34,4,10,12,12,True,caught,GD McGrath
DB Ravi Teja,5,9,1,3,0,6,True,caught,A Mishra
RP Singh,2,1,1,1,0,0,True,stumped,A Mishra
PP Ojha,1,0,1,0,0,0,True,caught,A Mishra
PM Sarvesh Kumar,2,1,1,1,0,0,False,,
DP Vijaykumar,1,1,0,1,0,0,False,,
