Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
RP Singh,3,25,9,13,12,0,8,0
S Sreesanth,3,25,7,11,8,6,3,1
RA Jadeja,4,27,9,13,8,6,1,1
R Vinay Kumar,4,25,13,5,20,0,1,1
M Muralitharan,4,27,10,15,0,12,0,0
RV Gomez,1,20,1,2,0,18,0,1
