Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
S Sandeep Warrier,4,29,11,9,8,12,1,0
SP Narine,4,44,8,10,16,18,0,2
HF Gurney,4,37,9,9,16,12,0,2
AD Russell,4,25,10,15,4,6,0,2
PP Chawla,4,57,6,9,12,36,5,1
