Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Sohail Tanvir,4,39,7,17,16,6,1,1
SR Watson,4,27,13,13,8,6,4,1
MM Patel,2,14,3,10,4,0,0,0
YK Pathan,4,22,10,12,4,6,0,3
SK Trivedi,2,21,2,11,4,6,0,0
SK Warne,4,33,9,15,0,18,2,0
