Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
B Lee,4,38,6,16,16,6,1,0
IK Pathan,4,29,9,13,16,0,0,3
L Ablish,2,16,6,4,12,0,2,2
PP Chawla,4,24,9,16,8,0,0,3
Yuvraj Singh,2,15,1,11,4,0,0,0
RR Powar,4,28,6,18,4,6,1,0
