Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RV Uthappa,11,10,6,4,0,6,True,run out,
AJ Finch,7,15,5,1,8,6,True,caught,MM Sharma
TL Suman,1,0,1,0,0,0,True,lbw,MM Sharma
Yuvraj Singh,4,5,3,1,4,0,True,caught,MM Sharma
SPD Smith,39,35,18,23,12,0,True,caught and bowled,RA Jadeja
LJ Wright,6,2,4,2,0,0,True,run out,
AM Nayar,4,2,2,2,0,0,True,run out,
KW Richardson,20,26,7,12,8,6,True,caught,CH Morris
B Kumar,24,24,12,14,4,6,False,,
R Sharma,1,0,1,0,0,0,True,caught,DJ Bravo
AB Dinda,2,2,0,2,0,0,False,,
