Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Harbhajan Singh,4,29,9,13,16,0,4,3
R McLaren,3,23,10,5,12,6,5,0
Z Khan,3,21,10,5,4,12,0,3
SL Malinga,4,11,15,11,0,0,2,3
DJ Bravo,2,16,7,4,0,12,0,0
KA Pollard,2,20,3,10,4,6,0,1
