Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
J Arunkumar,3,0,3,0,0,0,True,caught,Sohail Tanvir
V Kohli,7,3,5,3,0,0,True,bowled,Sohail Tanvir
Misbah-ul-Haq,1,0,1,0,0,0,True,caught,MM Patel
JH Kallis,29,20,18,12,8,0,True,caught,SK Trivedi
CL White,16,10,10,6,4,0,True,caught,MM Patel
R Dravid,36,75,12,15,24,36,False,,
DT Patil,12,9,5,9,0,0,True,caught,SK Warne
P Kumar,1,0,1,0,0,0,True,caught,SK Warne
Z Khan,5,1,4,1,0,0,True,caught and bowled,SK Warne
A Kumble,8,8,3,4,4,0,True,caught,Sohail Tanvir
Abdur Razzak,2,0,2,0,0,0,False,,
