Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
G Gambhir,9,1,8,1,0,0,True,caught,A Nehra
V Sehwag,20,40,4,10,12,18,True,caught,DJ Thornely
S Dhawan,3,1,2,1,0,0,True,caught,SM Pollock
AB de Villiers,17,21,9,7,8,6,True,run out,
Shoaib Malik,21,24,4,20,4,0,True,caught,SM Pollock
KD Karthik,22,28,6,16,12,0,True,lbw,DJ Bravo
R Bhatia,7,9,4,3,0,6,True,caught,A Nehra
PJ Sangwan,3,2,3,2,0,0,True,caught,A Nehra
VY Mahesh,5,3,3,3,0,0,False,,
Mohammad Asif,1,0,1,0,0,0,True,caught,DS Kulkarni
GD McGrath,2,0,2,0,0,0,True,caught,DS Kulkarni
