Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
M Ntini,4,20,17,4,16,0,4,4
MS Gony,4,17,14,9,8,0,1,0
M Muralitharan,4,41,9,11,12,18,3,0
L Balaji,4,34,6,18,16,0,3,1
JA Morkel,4,24,11,16,8,0,2,0
