Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
P Kumar,4,48,12,10,20,18,3,1
Basil Thampi,3,21,7,9,12,0,0,0
SB Jakati,2,22,2,8,8,6,0,0
AJ Tye,4,16,12,16,0,0,2,5
RA Jadeja,4,40,3,16,12,12,0,1
DR Smith,2,10,6,6,4,0,0,1
SK Raina,1,9,0,5,4,0,0,0
