Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
LMP Simmons,13,5,10,5,0,0,True,run out,
PA Patel,38,52,16,22,12,18,True,caught,SN Thakur
RG Sharma,2,1,1,1,0,0,True,lbw,Washington Sundar
AT Rayudu,3,0,3,0,0,0,True,caught,Washington Sundar
KA Pollard,10,7,6,3,4,0,True,caught,Washington Sundar
HH Pandya,10,14,4,4,4,6,True,caught,LH Ferguson
KH Pandya,11,15,4,7,8,0,True,caught,SN Thakur
MJ McClenaghan,11,12,5,6,0,6,True,caught,SN Thakur
KV Sharma,7,4,4,4,0,0,True,caught,JD Unadkat
JJ Bumrah,11,16,2,10,0,6,False,,
SL Malinga,2,7,0,1,0,6,False,,
