Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
Mandeep Singh,7,2,7,2,0,0,True,caught,S Sreesanth
AC Gilchrist,2,0,2,0,0,0,True,caught,S Sreesanth
M Vohra,6,3,3,3,0,0,True,run out,
DJ Hussey,31,41,11,19,16,6,True,caught,SK Trivedi
Gurkeerat Singh,15,10,9,6,4,0,True,caught,SK Trivedi
R Sathish,11,11,7,3,8,0,True,caught,JP Faulkner
Azhar Mahmood,20,23,7,11,12,0,True,bowled,KK Cooper
PP Chawla,9,7,3,7,0,0,True,caught,KK Cooper
RJ Harris,3,2,1,2,0,0,False,,
P Kumar,7,15,4,1,8,6,True,run out,
P Awana,1,0,1,0,0,0,True,caught,JP Faulkner
