Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
P Kumar,4,9,19,5,4,0,5,2
RJ Harris,4,28,16,4,24,0,3,0
P Awana,4,35,10,7,28,0,1,1
Azhar Mahmood,4,23,9,15,8,0,0,0
PP Chawla,4,22,5,18,4,0,0,1
