Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MK Pandey,18,16,10,8,8,0,True,caught,CRD Fernando
JH Kallis,15,14,7,8,0,6,True,bowled,R McLaren
KP Pietersen,15,21,4,11,4,6,True,caught,Harbhajan Singh
R Dravid,11,16,2,8,8,0,True,caught,Harbhajan Singh
RV Uthappa,6,4,3,4,0,0,True,caught,KA Pollard
LRPL Taylor,11,9,3,9,0,0,True,caught,CRD Fernando
V Kohli,24,37,4,15,16,6,True,caught,KA Pollard
DW Steyn,2,0,2,0,0,0,True,bowled,Z Khan
R Vinay Kumar,11,10,6,6,4,0,False,,
Pankaj Singh,2,1,1,1,0,0,True,caught,KA Pollard
A Kumble,2,1,2,1,0,0,False,,
