Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AC Gilchrist,17,27,7,9,12,6,True,caught,A Singh
PC Valthaty,15,13,8,5,8,0,True,caught,KK Cooper
SE Marsh,6,7,2,3,4,0,True,caught,KK Cooper
AM Nayar,8,10,6,4,0,6,True,caught,KK Cooper
Mandeep Singh,24,34,8,14,20,0,True,bowled,AA Chavan
DJ Hussey,10,13,1,9,4,0,True,caught,SK Trivedi
Bipul Sharma,13,18,3,10,8,0,True,caught,AA Chavan
PP Chawla,7,10,3,4,0,6,True,bowled,KK Cooper
JP Faulkner,9,11,1,11,0,0,False,,
P Kumar,6,10,2,4,0,6,True,run out,
Harmeet Singh,1,1,0,1,0,0,False,,
