Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
RJ Harris,4,30,14,10,8,12,7,2
Harmeet Singh,1,11,5,1,4,6,2,0
RP Singh,4,37,9,13,12,12,1,0
MR Marsh,4,34,14,8,20,6,4,1
PP Ojha,4,24,9,20,4,0,0,2
A Symonds,3,33,6,9,12,12,1,1
