Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
NM Coulter-Nile,4,26,10,16,4,6,0,1
JP Duminy,3,16,8,10,0,6,3,4
DJ Muthuswami,2,20,6,4,16,0,1,0
AD Mathews,4,38,9,12,20,6,0,1
Imran Tahir,4,35,6,17,0,18,0,1
A Mishra,2,14,3,8,0,6,0,0
Yuvraj Singh,1,10,1,4,0,6,0,0
