Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
M de Lange,3,37,7,5,20,12,0,0
L Balaji,4,32,12,8,12,12,1,0
SP Narine,4,14,13,14,0,0,0,2
JH Kallis,3,25,4,11,8,6,0,0
R Bhatia,4,33,6,17,4,12,4,2
YK Pathan,2,14,4,6,8,0,0,0
