Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
SL Malinga,4,25,22,5,20,0,8,1
DS Kulkarni,3,24,8,6,12,6,2,1
DJ Bravo,2,15,9,3,0,12,2,0
RR Raje,1,5,5,1,4,0,5,0
Harbhajan Singh,4,9,15,9,0,0,0,1
JP Duminy,4,15,13,11,4,0,0,2
AM Rahane,1,5,2,5,0,0,0,1
ST Jayasuriya,1,3,3,3,0,0,1,0
