Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,8,16,3,2,8,6,True,bowled,S Aravind
HM Amla,6,9,2,3,0,6,True,caught,S Aravind
WP Saha,10,24,2,4,20,0,True,lbw,YS Chahal
DA Miller,6,3,5,3,0,0,True,caught,SR Watson
Gurkeerat Singh,18,18,6,10,8,0,True,caught,YS Chahal
AR Patel,9,13,7,3,4,6,True,caught,SR Watson
F Behardien,1,0,1,0,0,0,True,caught,YS Chahal
KJ Abbott,1,0,1,0,0,0,True,caught,YS Chahal
MM Sharma,11,14,4,6,8,0,True,run out,
KC Cariappa,8,12,1,6,0,6,False,,
Sandeep Sharma,5,5,0,5,0,0,False,,
