Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
R Vinay Kumar,2,30,6,0,12,18,0,2
PP Chawla,4,31,10,11,8,12,0,1
Kuldeep Yadav,3,28,5,12,4,12,5,0
SP Narine,4,30,9,12,12,6,1,1
MG Johnson,4,30,12,8,16,6,0,1
AD Russell,2,10,2,10,0,0,0,0
N Rana,1,11,3,1,4,6,0,2
