Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
G Gambhir,14,11,9,7,4,0,True,caught,SR Watson
V Sehwag,4,3,1,3,0,0,True,caught,SR Watson
S Dhawan,12,5,8,5,0,0,True,caught,SR Watson
MK Tiwary,3,0,3,0,0,0,True,caught,MM Patel
TM Dilshan,22,33,10,7,20,6,True,caught,SK Warne
KD Karthik,11,10,6,6,4,0,True,caught,SK Trivedi
MF Maharoof,6,6,3,2,4,0,True,caught,SK Warne
A Mishra,5,2,3,2,0,0,True,bowled,MM Patel
Mohammad Asif,5,3,2,3,0,0,True,run out,
VY Mahesh,10,3,7,3,0,0,True,caught,MM Patel
GD McGrath,3,4,2,0,4,0,False,,
