Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
JA Morkel,4,46,7,14,20,12,0,2
T Thushara,4,27,13,7,20,0,2,2
M Muralitharan,4,33,8,17,4,12,1,0
Joginder Sharma,2,23,1,11,12,0,0,0
SK Raina,2,15,2,9,0,6,0,0
SB Jakati,4,30,8,14,4,12,0,2
