Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DA Warner,12,15,7,7,8,0,True,bowled,AS Joseph
JM Bairstow,10,16,4,4,12,0,True,caught,RD Chahar
V Shankar,10,5,8,1,4,0,True,caught,AS Joseph
MK Pandey,21,16,8,16,0,0,True,caught,JP Behrendorff
DJ Hooda,24,20,11,16,4,0,True,bowled,AS Joseph
YK Pathan,4,0,4,0,0,0,True,caught,RD Chahar
Mohammad Nabi,13,11,8,5,0,6,True,caught,JJ Bumrah
Rashid Khan,1,0,1,0,0,0,True,caught and bowled,AS Joseph
B Kumar,5,2,4,2,0,0,True,bowled,AS Joseph
Sandeep Sharma,2,5,0,1,4,0,False,,
S Kaul,1,0,1,0,0,0,True,caught,AS Joseph
