Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Sandeep Sharma,4,30,12,12,12,6,1,1
MM Sharma,4,32,7,18,8,6,0,3
MP Stoinis,4,23,10,11,12,0,1,0
AR Patel,4,20,13,12,8,0,1,4
KC Cariappa,3,15,7,11,4,0,0,0
Gurkeerat Singh,1,7,3,7,0,0,1,0
