Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,41,55,13,31,24,0,True,caught,S Kaushik
MP Stoinis,17,27,8,9,12,6,True,stumped,RA Jadeja
SE Marsh,2,1,2,1,0,0,True,caught,S Kaushik
GJ Maxwell,1,0,1,0,0,0,True,caught,S Kaushik
Gurkeerat Singh,3,0,3,0,0,0,True,run out,
DA Miller,27,31,7,23,8,0,True,caught,DS Kulkarni
WP Saha,19,33,3,17,16,0,True,bowled,DJ Bravo
AR Patel,2,0,2,0,0,0,True,caught,DJ Bravo
KC Cariappa,3,1,2,1,0,0,True,bowled,P Kumar
MM Sharma,2,1,1,1,0,0,True,bowled,P Kumar
Sandeep Sharma,1,1,0,1,0,0,False,,
