Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
TM Dilshan,11,17,5,5,12,0,True,bowled,SL Malinga
V Sehwag,16,26,3,10,16,0,True,caught,DJ Bravo
AB de Villiers,10,11,6,3,8,0,True,bowled,DJ Bravo
MF Maharoof,17,28,7,8,8,12,True,stumped,ST Jayasuriya
KD Karthik,6,16,1,4,12,0,True,stumped,Harbhajan Singh
M Manhas,3,1,2,1,0,0,True,caught,ST Jayasuriya
A Mishra,5,3,2,3,0,0,True,bowled,KA Pollard
PJ Sangwan,9,4,6,4,0,0,True,run out,
S Ladda,8,0,9,0,0,0,False,,
DP Nannes,11,3,8,3,0,0,True,bowled,Harbhajan Singh
