Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
RG Sharma,3,23,6,15,8,0,4,0
RJ Harris,4,40,7,16,24,0,0,1
A Symonds,4,31,6,21,4,6,1,0
Jaskaran Singh,2,27,2,9,12,6,1,0
PP Ojha,4,26,12,8,12,6,1,3
R Sharma,3,24,8,8,4,12,0,1
