Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
HH Gibbs,15,17,8,5,12,0,True,caught,Z Khan
AC Gilchrist,14,19,5,9,4,6,True,bowled,Z Khan
VVS Laxman,7,4,4,4,0,0,True,run out,
A Symonds,17,21,7,13,8,0,True,bowled,R McLaren
RG Sharma,13,11,5,11,0,0,True,caught and bowled,KA Pollard
MD Mishra,6,5,3,5,0,0,True,caught,KA Pollard
TL Suman,14,11,7,11,0,0,True,caught,Harbhajan Singh
RJ Harris,10,13,2,9,4,0,True,caught,R McLaren
R Sharma,7,5,5,1,4,0,True,caught,Harbhajan Singh
Jaskaran Singh,2,0,2,0,0,0,False,,
PP Ojha,2,2,1,2,0,0,True,bowled,SL Malinga
