Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RS Bopara,47,56,24,22,28,6,True,caught,VY Mahesh
MS Bisla,5,2,5,2,0,0,True,run out,
KC Sangakkara,8,17,4,7,4,6,True,caught,MF Maharoof
Yuvraj Singh,5,4,5,0,4,0,True,caught,MF Maharoof
DPMD Jayawardene,1,0,1,0,0,0,True,caught,PJ Sangwan
IK Pathan,16,21,3,13,8,0,True,stumped,TM Dilshan
M Kaif,6,6,3,2,4,0,True,stumped,A Mishra
PP Chawla,7,5,3,5,0,0,True,caught,DP Nannes
RR Powar,7,3,5,3,0,0,True,bowled,DP Nannes
S Sreesanth,13,15,8,7,8,0,False,,
YA Abdulla,0,0,1,0,0,0,False,,
