Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,6,3,4,3,0,0,True,bowled,WPUJC Vaas
ML Hayden,11,17,5,5,0,12,True,caught,WPUJC Vaas
SK Raina,3,6,2,0,0,6,True,caught,WPUJC Vaas
S Badrinath,12,5,10,1,4,0,True,caught,PP Ojha
JM Kemp,16,22,6,12,4,6,True,stumped,PP Ojha
MS Dhoni,29,42,8,18,12,12,True,bowled,A Symonds
JA Morkel,26,42,6,20,4,18,False,,
R Ashwin,1,0,1,0,0,0,True,caught,RG Sharma
L Balaji,10,15,3,5,4,6,True,caught,RP Singh
M Muralitharan,2,1,1,1,0,0,True,lbw,A Symonds
S Tyagi,4,3,1,3,0,0,False,,
