Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
DW Steyn,4,14,18,2,12,0,2,3
I Sharma,3,11,14,3,8,0,2,5
DT Christian,3,11,12,7,4,0,1,0
MS Gony,3,19,8,7,12,0,0,1
A Mishra,4,12,12,12,0,0,2,1
